Q0WV96	AT1G01010
A0A178VHY0	AT3G23600
F4J447	AT3G23600
Q9LUG7	AT3G23605
A0A178VBR9	AT3G23610
A0A178VDN3	AT3G23610
A0A1I9LQM6	AT3G23610
A0A1I9LQM7	AT3G23610
A0A1I9LQM8	AT3G23610
Q9ZR37	AT3G23610
Q9LUG5	AT3G23620
Q94ID1	AT3G23630
F4J454	AT3G23633
Q9LUG3	AT3G23633
A8MRE9	AT3G23635
Q93Y12	AT3G23640
F4J460	AT3G23650
A0A384KXP3	AT3G23660
F4J462	AT3G23660
F4J464	AT3G23670
Q8L7Y8	AT3G23670
F4J465	AT3G23680
F4J466	AT3G23685
Q9LK48	AT3G23690
A0A384KDG4	AT3G23700
A0A1I9LMQ7	AT3G23710
F4J469	AT3G23710
P82632	AT3G23715
P82631	AT3G23727
Q8LG58	AT3G23730
Q9LK44	AT3G23740
A0A178VE58	AT3G23750
Q0WNG9	AT3G23750
Q9LK43	AT3G23750
Q8L9Q7	AT3G23760
Q9LK41	AT3G23770
Q9LK40	AT3G23780
Q9LK39	AT3G23790
A0A1I9LTQ7	AT3G23800
Q9LK38	AT3G23800
Q9LK37	AT3G23805
Q9LK36	AT3G23810
Q9LIS3	AT3G23820
Q9LIS2	AT3G23830
Q9LIS1	AT3G23840
F4J5A2	AT3G23860
Q9LIS0	AT3G23860
A0A1I9LPT2	AT3G23870
Q9LIR9	AT3G23870
Q9LIR8	AT3G23880
B3H4G2	AT3G23890
P30182	AT3G23890
F4J5A7	AT3G23900
F4J5A9	AT3G23900
A0A1I9LRJ4	AT3G23910
Q9LIR6	AT3G23920
Q9LIR5	AT3G23930
Q9LIR4	AT3G23940
Q9LIR3	AT3G23950
F4J5B7	AT3G23955
Q9LIR2	AT3G23955
Q9LIR1	AT3G23960
Q9LIR0	AT3G23970
Q9LIQ9	AT3G23980
P29197	AT3G23990
Q9LIQ7	AT3G24000
A0A178VKN7	AT3G24010
C0Z314	AT3G24010
Q9LIQ6	AT3G24010
Q7Y225	AT3G24020
Q9LIQ4	AT3G24030
Q9LIQ3	AT3G24040
Q0WTQ5	AT3G24050
Q8LAU9	AT3G24050
Q9LIQ2	AT3G24060
Q9LIQ1	AT3G24065
Q2V3T1	AT3G24068
Q940K6	AT3G24070
A0A1I9LNC1	AT3G24080
A0A1I9LNC2	AT3G24080
B3H494	AT3G24080
F4J5D3	AT3G24080
Q9LIQ0	AT3G24080
A0A384L621	AT3G24090
Q1G3L8	AT3G24093
Q9LIP8	AT3G24093
Q94K36	AT3G24100
A0A178VG69	AT3G24110
A0A2H1ZEJ6	AT3G24110
Q9LRN6	AT3G24110
Q94A57	AT3G24120
Q4PSN0	AT3G24130
A0A1I9LN81	AT3G24140
Q56YJ8	AT3G24140
Q0WQ76	AT3G24150
Q9LRN2	AT3G24150
Q9ZSJ7	AT3G24160
P48641	AT3G24170
A0A178V6N3	AT3G24180
A0A178VJJ2	AT3G24180
Q9LRN0	AT3G24190
F4J6I5	AT3G24200
F4J6I6	AT3G24200
F4J6I7	AT3G24210
Q9LRM8	AT3G24210
Q9LRM7	AT3G24220
Q8W261	AT3G24225
A0A178V9Q1	AT3G24230
Q9LRM5	AT3G24230
Q9LHP4	AT3G24240
A0A384LFC1	AT3G24250
Q9LHP3	AT3G24250
A0A1I9LSY1	AT3G24255
A0A1I9LSY3	AT3G24255
A0A1I9LSY4	AT3G24255
A0A1I9LSY5	AT3G24255
F4J6J4	AT3G24255
F4J6J5	AT3G24255
Q56W17	AT3G24255
Q9LK19	AT3G24260
Q9LK18	AT3G24270
A0A178VC14	AT3G24280
Q1ECS0	AT3G24280
Q9LK16	AT3G24290
Q9SQH9	AT3G24300
A0A384L796	AT3G24310
Q1LYX4	AT3G24315
Q570B3	AT3G24315
Q9LK13	AT3G24315
A0A1I9LQY1	AT3G24320
Q84LK0	AT3G24320
Q1PEM8	AT3G24330
Q9LK11	AT3G24330
Q9LK10	AT3G24340
F4J6K6	AT3G24350
Q9LK09	AT3G24350
A0A178V5W5	AT3G24360
A0A1I9LQD9	AT3G24360
A0A1I9LQE0	AT3G24360
A0A1I9LQE1	AT3G24360
A0A1I9LQE2	AT3G24360
Q9LK08	AT3G24360
Q9LK03	AT3G24400
Q6STH5	AT3G24430
A0A1I9LRN6	AT3G24440
Q9LHF5	AT3G24440
A0A178VIK1	AT3G24450
Q9LHF4	AT3G24450
Q8VZI4	AT3G24460
A0A384KU02	AT3G24463
Q9LHF3	AT3G24463
Q9LHF2	AT3G24465
Q9LHF1	AT3G24480
Q570R3	AT3G24490
A0A1I9LPD3	AT3G24495
Q9SMV7	AT3G24495
F4J6M0	AT3G24500
Q9LV58	AT3G24500
Q56YU0	AT3G24503
A0A178VB50	AT3G24506
Q8GWM3	AT3G24506
Q2V3S8	AT3G24508
Q9LV55	AT3G24510
Q2V3S7	AT3G24513
A0A1I9LLK9	AT3G24514
A0A1I9LLL0	AT3G24515
A0A1I9LLL2	AT3G24515
Q941B6	AT3G24515
F4J6M8	AT3G24517
Q9LV52	AT3G24520
A0A1I9LLV2	AT3G24530
A0A1I9LLV3	AT3G24530
A0A384KVY8	AT3G24530
Q3EB12	AT3G24535
Q1PEM5	AT3G24540
F4J7P5	AT3G24542
Q9LV48	AT3G24550
F4J7P7	AT3G24560
Q3EB11	AT3G24560
Q94BN3	AT3G24560
F4J7Q0	AT3G24570
Q9LV46	AT3G24570
A0A1I9LLB7	AT3G24575
Q9LV45	AT3G24580
A0A1I9LMR3	AT3G24590
Q8H0W1	AT3G24590
Q9LV43	AT3G24600
Q9LV42	AT3G24605
Q9LV41	AT3G24610
Q9LV40	AT3G24620
Q1PEM3	AT3G24630
Q9LJ43	AT3G24630
Q3EB10	AT3G24640
Q01593	AT3G24650
P33543	AT3G24660
Q9LJ42	AT3G24670
Q9LJ40	AT3G24690
A0A178VA75	AT3G24700
Q9LJ39	AT3G24700
F4J7R4	AT3G24710
Q9LJ38	AT3G24710
Q9LRY7	AT3G24715
Q67ZG8	AT3G24730
Q6NMD4	AT3G24730
Q9LRY5	AT3G24740
A0A1I9LQU9	AT3G24750
Q67Z56	AT3G24750
Q6NQ32	AT3G24750
Q3EB08	AT3G24760
Q84W98	AT3G24770
Q1PEM2	AT3G24780
Q9LRY1	AT3G24790
A0A178VE55	AT3G24800
A0A178VFA7	AT3G24800
Q8LBL5	AT3G24800
Q9LRY0	AT3G24810
A0A178VJZ5	AT3G24820
Q9LRX9	AT3G24820
Q9LRX8	AT3G24830
A0A384KEA8	AT3G24840
F4J7S8	AT3G24840
Q9LRX6	AT3G24850
Q9LRX5	AT3G24860
A0A1I9LPB0	AT3G24870
A0A1I9LPB1	AT3G24870
F4J7T1	AT3G24870
F4J7T2	AT3G24870
A0A1I9LL80	AT3G24880
F4J7T3	AT3G24880
F4J7T4	AT3G24890
Q6AWV9	AT3G24890
Q9LRX2	AT3G24890
A0A1I9LR86	AT3G24900
F4J7T6	AT3G24900
A0A1I9LRH6	AT3G24929
A0A1I9LRH7	AT3G24929
A0A1I9LRH9	AT3G24929
F4J7T7	AT3G24929
F4J7T8	AT3G24929
Q9LRW9	AT3G24982
A0A1I9LTP5	AT3G25010
Q9LJS2	AT3G25010
B3H4F9	AT3G25011
A0A1I9LSR0	AT3G25013
A0A1I9LSR3	AT3G25013
F4J7U3	AT3G25013
B3H7L4	AT3G25014
Q9LJS0	AT3G25020
A0A1I9LSG2	AT3G25030
Q8VWI1	AT3G25040
Q9LJR7	AT3G25050
Q9LJR6	AT3G25060
A0A1I9LMJ4	AT3G25070
Q8GYN5	AT3G25070
Q6E244	AT3G25080
F4J8W8	AT3G25090
Q1PEL9	AT3G25090
Q9LSG6	AT3G25100
Q42561	AT3G25110
Q9LSG5	AT3G25120
Q9LSG3	AT3G25140
F4J8X6	AT3G25150
Q8VYJ4	AT3G25150
Q9LSG2	AT3G25150
Q9LSG1	AT3G25160
Q9LSG0	AT3G25165
Q0V822	AT3G25170
Q9LSF8	AT3G25180
Q9LSF7	AT3G25182
Q9LSF6	AT3G25190
F4J8Y4	AT3G25200
Q9LSF5	AT3G25210
Q38935	AT3G25220
B3H475	AT3G25221
B3H746	AT3G25230
Q38931	AT3G25230
Q9LSF2	AT3G25240
Q9LSF1	AT3G25250
Q9LSF0	AT3G25260
P82719	AT3G25265
Q9LSE9	AT3G25270
Q9LSE8	AT3G25280
Q9LSE7	AT3G25290
A0A384KKH6	AT3G25400
Q8RXE8	AT3G25410
Q9LSV8	AT3G25420
A0A1I9LMH8	AT3G25430
Q8W4C3	AT3G25430
A0A1I9LR52	AT3G25440
A8MSD6	AT3G25440
Q67XL4	AT3G25440
Q9LSV6	AT3G25460
Q94B50	AT3G25470
Q9LSV5	AT3G25470
Q56XR7	AT3G25480
Q9LSV3	AT3G25490
A0A178VEN9	AT3G25500
Q9SE97	AT3G25500
A0A1I9LTD7	AT3G25505
F4J910	AT3G25510
F4J912	AT3G25520
Q56X31	AT3G25520
Q8LBI1	AT3G25520
A0A1I9LPQ6	AT3G25530
Q9LSV0	AT3G25530
A0A1I9LTU4	AT3G25540
Q9LDF2	AT3G25540
Q9LSU9	AT3G25545
Q9LSU8	AT3G25550
F4JA15	AT3G25560
F4JA17	AT3G25560
Q8RY65	AT3G25560
Q9LSU6	AT3G25570
Q1G3L6	AT3G25573
A0A384L3J0	AT3G25577
A0A1I9LSC3	AT3G25580
A0A1I9LSC4	AT3G25585
F4JA27	AT3G25585
O82568	AT3G25585
Q9LI86	AT3G25590
Q9LI84	AT3G25600
Q9LI83	AT3G25610
Q7XA72	AT3G25620
Q84WS4	AT3G25640
Q9LI79	AT3G25640
Q1PEL7	AT3G25650
Q29PV4	AT3G25655
Q9LI77	AT3G25660
A0A384KR19	AT3G25670
Q9LI76	AT3G25670
F4JA39	AT3G25680
Q940J0	AT3G25680
A0A1I9LT48	AT3G25690
F4JA42	AT3G25690
Q9LI74	AT3G25690
F4JA44	AT3G25700
Q9LI73	AT3G25700
Q9LS08	AT3G25710
Q1G3L5	AT3G25716
Q6IM95	AT3G25717
Q3EB05	AT3G25720
F4JA50	AT3G25727
Q9LS06	AT3G25730
A0A178VHY7	AT3G25740
Q56XX9	AT3G25740
Q9FV51	AT3G25740
Q9LS04	AT3G25750
Q9LS03	AT3G25760
Q9LS02	AT3G25770
Q9LS01	AT3G25780
A0A1I9LLU5	AT3G25790
Q9LS00	AT3G25790
F4JA59	AT3G25800
Q38950	AT3G25800
Q94K74	AT3G25805
Q9LRZ7	AT3G25805
Q9LRZ6	AT3G25810
A0A178VAR6	AT3G25820
F4JA62	AT3G25820
P0DI76	AT3G25820
P0DI77	AT3G25830
A0A178VJM8	AT3G25840
A8MR79	AT3G25840
Q8RWN3	AT3G25840
F4JA67	AT3G25850
Q9LJI3	AT3G25850
Q8LBL7	AT3G25855
Q9LJI3	AT3G25855
Q9SQI8	AT3G25860
Q8GXN1	AT3G25870
Q9LUA5	AT3G25870
A0A1I9LPS6	AT3G25880
F4JBA2	AT3G25880
Q9LUA3	AT3G25882
Q9LUA2	AT3G25890
A0A178VJZ7	AT3G25900
F4JBA8	AT3G25900
Q9SDL7	AT3G25900
Q9LUA1	AT3G25905
P25873	AT3G25920
Q570N5	AT3G25920
Q9LU98	AT3G25930
A0A384L1F2	AT3G25940
Q6DR02	AT3G25950
Q9LU96	AT3G25950
Q9LU94	AT3G25970
A0A1I9LRJ1	AT3G25980
F4JBB7	AT3G25980
Q9LU93	AT3G25980
Q9LU92	AT3G25990
Q9LU91	AT3G26000
Q9LU90	AT3G26010
F4JBC4	AT3G26020
F4JBC5	AT3G26020
Q9LU89	AT3G26020
Q9ZQY6	AT3G26030
F4JBC7	AT3G26040
Q9LU88	AT3G26040
Q84JG6	AT3G26050
A0A1I9LR27	AT3G26060
Q9LU86	AT3G26060
Q9LU85	AT3G26070
A0A1I9LP70	AT3G26080
Q6DBN2	AT3G26080
A0A1I9LP71	AT3G26085
A8MRZ2	AT3G26085
F4JBD3	AT3G26085
Q8VXZ1	AT3G26085
A0A1I9LSX6	AT3G26090
Q8H1F2	AT3G26090
A0A178VGK9	AT3G26100
Q93V68	AT3G26100
Q9LU80	AT3G26100
Q3EB02	AT3G26110
A0A1I9LSI1	AT3G26115
A0A1I9LSI2	AT3G26115
A0A1I9LSI3	AT3G26115
A1L4V7	AT3G26115
F4JBE2	AT3G26120
Q9LJG1	AT3G26120
Q9LTN1	AT3G26125
A0A1I9LS67	AT3G26130
F4JBE4	AT3G26130
Q9LTN0	AT3G26130
A0A1I9LS65	AT3G26135
A0A1I9LMY1	AT3G26140
A0A1I9LMY2	AT3G26140
Q9LTM8	AT3G26140
B3H613	AT3G26147
Q9LTM7	AT3G26150
Q9LTM6	AT3G26160
Q9LTM4	AT3G26170
F4JBF0	AT3G26180
Q9LTM3	AT3G26180
Q9LTM2	AT3G26190
Q9LTM1	AT3G26200
Q9LTM0	AT3G26210
O65785	AT3G26220
Q84NF4	AT3G26220
A0A178V7Y0	AT3G26230
Q9LTL8	AT3G26230
A0A178VGL5	AT3G26235
F4JCH0	AT3G26235
A0A1I9LQ59	AT3G26237
Q9LTL7	AT3G26240
Q9LTL6	AT3G26250
Q9LTL2	AT3G26270
A0A1I9LMQ2	AT3G26280
O65786	AT3G26280
A0A1I9LRI3	AT3G26290
Q9LTL0	AT3G26290
Q9LIP6	AT3G26300
Q9LIP5	AT3G26310
Q9LIP4	AT3G26320
Q9LIP3	AT3G26330
Q9LIP2	AT3G26340
A0A1I9LPJ0	AT3G26350
Q9LIP1	AT3G26350
A0A1I9LPI9	AT3G26355
A0A384L0Q5	AT3G26360
A0A1I9LPR6	AT3G26370
Q9LIN9	AT3G26370
A0A1I9LTP3	AT3G26380
F4JCI5	AT3G26390
Q9LIN5	AT3G26400
Q9LIN4	AT3G26410
Q93ZK4	AT3G26420
Q9LIN3	AT3G26420
Q9LIN2	AT3G26430
A0A1I9LLN7	AT3G26440
A0A1I9LLN8	AT3G26440
A8MQR2	AT3G26440
B9DHF0	AT3G26440
F4JCJ2	AT3G26440
A0A178VNX1	AT3G26445
F4JCJ4	AT3G26445
Q9LIN0	AT3G26450
A0A384LE60	AT3G26460
A0A384KEZ4	AT3G26470
A0A1I9LNC9	AT3G26480
Q9LIM7	AT3G26480
A0A1I9LS37	AT3G26490
Q9LIM6	AT3G26490
Q9LRV8	AT3G26500
Q27GK5	AT3G26510
Q6ID88	AT3G26510
Q9LRV7	AT3G26510
A0A1I9LPK7	AT3G26512
Q41963	AT3G26520
B3H6N5	AT3G26539
Q9LRV2	AT3G26540
Q9LRV1	AT3G26550
Q38953	AT3G26560
Q56WL7	AT3G26560
Q38954	AT3G26570
Q38955	AT3G26580
A0A1I9LQL4	AT3G26590
Q38956	AT3G26590
A0A1I9LTS0	AT3G26600
A0A178VPE8	AT3G26610
Q38958	AT3G26610
Q3EAZ5	AT3G26616
P35614	AT3G26618
P59467	AT3G26620
Q38959	AT3G26630
Q38960	AT3G26640
P25856	AT3G26650
Q570E5	AT3G26650
P59468	AT3G26660
Q8RWF4	AT3G26670
A0A1I9LSS2	AT3G26680
Q38961	AT3G26680
Q52K88	AT3G26690
A0A1I9LRZ2	AT3G26700
Q9LSE4	AT3G26710
A0A1I9LSB0	AT3G26720
A0A1I9LSB1	AT3G26720
A0A1I9LSB2	AT3G26720
B3H6B8	AT3G26720
C0Z2D4	AT3G26720
P94078	AT3G26720
A0A1I9LNI8	AT3G26730
A0A1I9LNI9	AT3G26730
A0A1I9LNJ3	AT3G26730
Q9LSE3	AT3G26730
Q96500	AT3G26740
A0A1I9LRH4	AT3G26744
Q9LSE2	AT3G26744
Q6NLP0	AT3G26750
Q9LW36	AT3G26750
Q9LW35	AT3G26760
Q9LW34	AT3G26770
A0A384KZP5	AT3G26780
Q8GYM8	AT3G26780
Q9LW32	AT3G26782
Q9LW31	AT3G26790
F4JDQ4	AT3G26800
Q9LW29	AT3G26810
A0A1I9LQB7	AT3G26820
F4JDQ6	AT3G26820
A0A178V9Z3	AT3G26830
Q9LW27	AT3G26830
Q9LW26	AT3G26840
A0A384KD36	AT3G26850
F4JDR1	AT3G26855
Q1PEL2	AT3G26860
Q9LW24	AT3G26860
Q9LW23	AT3G26870
Q9LW22	AT3G26880
C0Z2U8	AT3G26890
Q949N7	AT3G26890
Q9LW20	AT3G26900
B9DFW5	AT3G26910
Q8L7B9	AT3G26910
Q9LW19	AT3G26910
A0A1I9LRV1	AT3G26920
F4JEU6	AT3G26920
Q9LJF9	AT3G26920
A0A1I9LNW1	AT3G26922
A0A1I9LNW2	AT3G26922
Q9LJF8	AT3G26922
A0A1I9LSS0	AT3G26930
Q9LJF7	AT3G26930
A0A1I9LSR8	AT3G26932
Q9LJF5	AT3G26932
Q9LJF6	AT3G26934
Q0WQK2	AT3G26935
Q9LSE1	AT3G26940
A0A384L098	AT3G26950
Q56YF0	AT3G26950
F4JEV5	AT3G26960
Q9LSD8	AT3G26980
A0A178VGK7	AT3G26990
Q66GK1	AT3G26990
Q9LSD7	AT3G26990
Q9LSD6	AT3G27000
Q9LSD5	AT3G27010
Q6R3K6	AT3G27020
A0A178VIG8	AT3G27025
A0A1I9LPS9	AT3G27025
A0A1I9LPT0	AT3G27025
F4JEW1	AT3G27025
B3H5H0	AT3G27027
A0A178VHU5	AT3G27030
F4JEW3	AT3G27030
Q9LSD2	AT3G27040
A0A384KJT1	AT3G27050
Q9LSD0	AT3G27060
F4JEW8	AT3G27070
P82872	AT3G27070
P82874	AT3G27080
A0A384KRU4	AT3G27090
A0A178VHD0	AT3G27100
B3H7K2	AT3G27100
Q6NQ54	AT3G27100
A0A178VDJ7	AT3G27110
A0A178VFB3	AT3G27110
A0A178VFN4	AT3G27110
A0A1I9LM40	AT3G27110
A0A1I9LM41	AT3G27110
Q9LSC4	AT3G27110
F4JEX5	AT3G27120
Q3EAZ3	AT3G27140
Q9LI89	AT3G27150
A0A1I9LRJ3	AT3G27160
Q9LI88	AT3G27160
P92942	AT3G27170
A0A384KW92	AT3G27180
A0A1I9LSE2	AT3G27185
Q9LK34	AT3G27190
A0A384K9B1	AT3G27200
Q9LK32	AT3G27210
Q9LK31	AT3G27220
Q9LK30	AT3G27230
Q9LK29	AT3G27240
Q9LK28	AT3G27250
A0A178VA91	AT3G27260
A0A1I9LS77	AT3G27260
A0A1I9LS78	AT3G27260
F4JEZ0	AT3G27260
Q945P9	AT3G27260
Q9LK27	AT3G27260
A0A1I9LNG5	AT3G27270
Q9LK26	AT3G27270
Q9LK25	AT3G27280
P0CAY1	AT3G27283
Q9LK24	AT3G27290
A0A1I9LLZ6	AT3G27300
A0A1I9LLZ7	AT3G27300
Q9LK23	AT3G27300
A0A178VHQ9	AT3G27310
A0A178VI07	AT3G27310
Q9LK22	AT3G27310
A0A178VBQ9	AT3G27320
Q9LK21	AT3G27320
A0A384L3E7	AT3G27325
A0A384L5L1	AT3G27325
F4IWG7	AT3G27330
Q9LTZ6	AT3G27330
B3H5H4	AT3G27331
A0A1I9LMJ3	AT3G27340
B3H4H4	AT3G27340
Q1H557	AT3G27340
Q2V3S1	AT3G27340
F4IWH1	AT3G27350
F4IWH3	AT3G27350
Q9LTZ4	AT3G27350
P59226	AT3G27360
C0Z371	AT3G27380
Q8LBZ7	AT3G27380
Q8GUM4	AT3G27390
A0A1I9LNU6	AT3G27400
Q9LTZ0	AT3G27400
Q9LTY9	AT3G27410
Q9LTY8	AT3G27415
B3H6K5	AT3G27416
Q8VY55	AT3G27420
Q9LTY7	AT3G27420
A8MRQ7	AT3G27425
C0Z2Q3	AT3G27430
F4IWI5	AT3G27430
O23710	AT3G27430
A0A1I9LNB2	AT3G27440
A0A1I9LNB3	AT3G27440
Q9LTY6	AT3G27440
A0A1I9LNK9	AT3G27460
A0A1I9LNL1	AT3G27460
F4IWI8	AT3G27460
Q8RXY6	AT3G27460
A0A1I9LSL9	AT3G27470
Q8RXE2	AT3G27470
A0A1I9LSM1	AT3G27473
A0A1I9LSM2	AT3G27473
Q9LTY3	AT3G27473
A0A1I9LSM4	AT3G27475
A0A1I9LSM5	AT3G27475
F4IWJ3	AT3G27480
F4IWJ4	AT3G27480
Q9LT64	AT3G27480
A0A1I9LRR5	AT3G27490
Q9LT63	AT3G27490
A0A1I9LQN0	AT3G27500
A0A1I9LQN1	AT3G27500
Q9LT62	AT3G27500
P82638	AT3G27503
A0A1I9LLJ1	AT3G27510
F4IWJ8	AT3G27510
Q8LF87	AT3G27520
Q9LT60	AT3G27520
B0F9L4	AT3G27530
A0A1I9LTS8	AT3G27550
Q9LT57	AT3G27550
F4IWK4	AT3G27570
Q9LT55	AT3G27570
Q05999	AT3G27580
F4IWK7	AT3G27590
Q9LT54	AT3G27590
F4IWK8	AT3G27600
A0A1I9LLA0	AT3G27610
A0A1I9LLA3	AT3G27610
F4IWL0	AT3G27610
Q84Q59	AT3G27610
O22048	AT3G27620
Q9LVX6	AT3G27630
A0A1I9LQM4	AT3G27640
Q94C55	AT3G27640
A0A178VL46	AT3G27650
Q8L8Q3	AT3G27650
A0A178V7U7	AT3G27660
Q42431	AT3G27660
Q7XZF5	AT3G27670
Q9LVX2	AT3G27680
A0A1I9LMB4	AT3G27690
Q9XF87	AT3G27690
Q9LVX1	AT3G27700
Q9LVX0	AT3G27710
Q9LVW9	AT3G27720
A0A1I9LN50	AT3G27730
Q5D892	AT3G27730
A8MRD8	AT3G27740
Q9LVW7	AT3G27740
Q9LVW6	AT3G27750
A0A384LQ38	AT3G27770
Q56W65	AT3G27770
Q67YW5	AT3G27770
Q9LVW5	AT3G27770
Q9LVW4	AT3G27785
A0A1I9LPZ0	AT3G27810
Q9LK95	AT3G27810
Q9LK94	AT3G27820
P36210	AT3G27830
Q2V3S0	AT3G27831
Q2V3R9	AT3G27835
P36211	AT3G27840
P36212	AT3G27850
Q9LK91	AT3G27860
A0A1I9LQR1	AT3G27870
A0A1I9LQR2	AT3G27870
Q9LK90	AT3G27870
Q9LK89	AT3G27880
Q9LK88	AT3G27890
F4IXR7	AT3G27900
Q9LK87	AT3G27900
Q56YY9	AT3G27906
Q9LK86	AT3G27910
P27900	AT3G27920
O22609	AT3G27925
A0A178VIU4	AT3G27930
A0A1I9LR72	AT3G27930
A0A384LHR4	AT3G27930
F4IXS2	AT3G27930
Q9LIJ0	AT3G27940
Q9LII9	AT3G27950
A0A1I9LMZ1	AT3G27960
Q9LII8	AT3G27960
B3LFC1	AT3G27970
Q3EAY9	AT3G27980
Q1G3A4	AT3G27999
Q9LRT7	AT3G27999
A0A178VNN1	AT3G28007
Q944M5	AT3G28007
F4IXT2	AT3G28020
A0A1I9LM66	AT3G28030
A0A1I9LM67	AT3G28030
A0A1I9LM68	AT3G28030
A0A2H1ZEJ7	AT3G28030
Q9ATY5	AT3G28030
Q9LRT1	AT3G28040
Q94JU2	AT3G28050
A0A2H1ZEJ3	AT3G28060
F4IXT6	AT3G28060
A0A1I9LLQ6	AT3G28070
A0A1I9LLQ7	AT3G28070
Q8VYZ7	AT3G28070
A0A178VHJ2	AT3G28080
A0A178VIS9	AT3G28080
A0A1I9LSQ0	AT3G28080
A0A1I9LSQ5	AT3G28080
F4IYZ0	AT3G28080
F4IYZ1	AT3G28080
Q9LRS6	AT3G28080
A0A1I9LRY4	AT3G28100
A0A1I9LRY5	AT3G28100
Q9LRS5	AT3G28100
A0A1I9LL85	AT3G28130
A0A1I9LL86	AT3G28130
A0A1I9LL88	AT3G28130
Q56X95	AT3G28130
F4IYZ7	AT3G28140
Q9LRS3	AT3G28140
Q56WJ2	AT3G28150
Q9LRS2	AT3G28150
A0A1I9LT95	AT3G28155
F4IZ00	AT3G28155
F4IZ01	AT3G28170
Q9LJP4	AT3G28180
F4IZ03	AT3G28190
Q9LHA7	AT3G28200
Q67YE6	AT3G28210
B3H6A3	AT3G28216
Q9LHA6	AT3G28220
F4IZ09	AT3G28223
Q1G3A3	AT3G28223
F4IZ10	AT3G28230
Q9LHE2	AT3G28230
F4IZ13	AT3G28250
Q9LHE0	AT3G28250
Q9LHD9	AT3G28270
Q9LHD8	AT3G28280
P0DI78	AT3G28290
B3H4Q5	AT3G28291
P0DI79	AT3G28300
Q6E240	AT3G28310
Q6E240	AT3G28320
Q9LHD3	AT3G28330
A0A1I9LPF9	AT3G28335
Q9LHD2	AT3G28340
Q9LHD1	AT3G28345
Q9LSJ8	AT3G28360
A0A1I9LPY5	AT3G28370
A0A384KYC0	AT3G28370
F4IZ28	AT3G28370
Q84MC4	AT3G28370
Q9LSJ6	AT3G28380
Q9LSJ5	AT3G28390
Q9LSJ3	AT3G28410
Q9LSJ2	AT3G28415
Q9LSJ1	AT3G28420
Q8W4P9	AT3G28430
Q9LSI9	AT3G28450
Q8LFL4	AT3G28455
A0A1I9LP45	AT3G28460
A0A1I9LP46	AT3G28460
A0A384LNF8	AT3G28460
Q9LSI7	AT3G28470
F4J0A6	AT3G28480
Q8L970	AT3G28480
A0A178V8U4	AT3G28490
F4J0A8	AT3G28490
Q9LH85	AT3G28500
Q9LH84	AT3G28510
Q9LH83	AT3G28520
Q3EAY3	AT3G28530
Q9LH82	AT3G28540
A0A178VG54	AT3G28550
A0A1I9LRL7	AT3G28550
Q9LJK0	AT3G28550
A0A1I9LRU0	AT3G28570
F4J0B7	AT3G28570
A0A1I9LTM0	AT3G28580
Q9LJJ7	AT3G28580
Q3EAY2	AT3G28590
A0A1I9LN06	AT3G28600
F4J0C0	AT3G28600
Q9LJJ5	AT3G28610
A0A178VID4	AT3G28630
A0A384L5A7	AT3G28630
F4J0C4	AT3G28630
A0A1I9LRZ5	AT3G28635
Q9LJJ1	AT3G28640
Q9LJJ0	AT3G28650
Q9LJI9	AT3G28660
A0A1I9LSL4	AT3G28670
Q944S5	AT3G28670
A0A384L156	AT3G28674
F4J0D0	AT3G28680
A0A384KJZ9	AT3G28690
B3LFC3	AT3G28690
F4J0D1	AT3G28690
A0A1I9LQL6	AT3G28700
F4J0D4	AT3G28700
Q9LJI5	AT3G28710
F4J0D8	AT3G28715
Q9LHA4	AT3G28715
A0A1I9LQC2	AT3G28720
Q05153	AT3G28730
Q9LHA1	AT3G28740
Q9LHA0	AT3G28750
Q84JW0	AT3G28760
A0A1I9LTR8	AT3G28770
A0A1I9LTR9	AT3G28770
Q9LH98	AT3G28770
F4J0E6	AT3G28780
Q681A9	AT3G28780
Q9LH97	AT3G28780
A0A1I9LPV7	AT3G28810
A0A178V7C6	AT3G28830
Q9LH91	AT3G28830
A0A178VH29	AT3G28840
Q8GX10	AT3G28840
Q9LH90	AT3G28840
Q9LH89	AT3G28850
Q9LH88	AT3G28853
Q9LJX1	AT3G28857
Q9LJX0	AT3G28860
Q9LJW8	AT3G28875
F4J0F6	AT3G28880
Q9LJW7	AT3G28890
Q1G3A2	AT3G28899
Q9LJW6	AT3G28900
A0A1I9LNA4	AT3G28910
Q9SCU7	AT3G28910
Q9LJW5	AT3G28917
Q9LHF0	AT3G28920
A0A1I9LS99	AT3G28922
F4J1Q3	AT3G28925
A0A1I9LNH9	AT3G28930
P54121	AT3G28930
Q9MBH2	AT3G28940
Q9MBH1	AT3G28950
A0A1I9LMM6	AT3G28956
A0A1I9LMM7	AT3G28956
A0A1I9LMM8	AT3G28956
F4J1Q7	AT3G28956
Q9FGQ4	AT3G28956
F4J1Q8	AT3G28958
A0A1I9LRP9	AT3G28960
F4J1Q9	AT3G28960
A0A1I9LN05	AT3G28970
Q9MBG8	AT3G28970
A0A1I9LQW8	AT3G28980
A0A1I9LQW9	AT3G28980
A0A1I9LQX0	AT3G28980
A0A1I9LQX1	AT3G28980
Q9MBG7	AT3G28980
Q9MBG6	AT3G28990
Q9MBG5	AT3G29000
A0A1I9LRG5	AT3G29010
A0A1I9LRG7	AT3G29010
